Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response
1973,0,2,1,1,1,2,69,2,15,2,2,6,2,2,0,4,2,0,0,0,0,0,0
1957,1,3,1,0,1,4,267,3,30,4,0,57,4,5,2,5,2,0,0,0,0,0,0
1967,0,3,2,0,1,6,561,85,171,25,123,114,2,4,7,13,0,0,0,0,0,0,0
1962,1,0,1,0,1,6,492,0,37,7,0,42,3,6,3,8,2,0,0,0,0,0,0
1969,2,1,1,1,0,1,14,7,9,6,16,12,2,2,0,3,2,0,0,0,0,0,1
1975,1,2,1,0,1,8,80,4,46,0,17,2,5,2,1,5,2,0,0,0,0,0,0
1980,0,2,1,1,1,4,97,12,84,13,10,15,7,3,1,6,2,0,0,0,0,0,0
1959,0,1,1,0,1,8,197,107,227,7,59,131,3,5,2,11,1,0,0,0,0,0,0
1973,0,2,0,1,0,4,43,2,27,0,9,12,3,3,0,4,3,0,0,0,0,0,0
1974,1,2,0,1,0,4,14,0,2,0,0,7,1,1,0,2,3,0,0,0,0,0,1
1980,0,1,1,1,0,4,186,36,234,86,72,48,6,10,2,6,4,0,0,0,0,0,0
1968,1,1,1,2,1,3,59,0,11,4,2,5,4,3,0,4,3,0,0,0,0,0,0
1988,4,2,0,1,0,0,16,5,30,8,7,26,3,3,0,4,3,0,0,0,0,0,0
1959,4,3,1,0,1,2,230,35,75,63,57,31,3,7,1,7,2,0,0,0,0,0,0
1959,2,1,2,0,0,6,1206,55,445,168,18,18,1,2,4,12,0,0,0,1,0,0,0
1965,2,2,1,2,1,6,292,3,77,10,3,26,7,6,3,5,3,0,0,0,0,0,0
1952,0,2,0,1,1,5,30,9,12,2,11,30,3,2,0,4,1,0,0,0,0,0,0
1954,0,1,1,0,1,7,729,17,133,11,0,195,5,10,6,7,3,1,0,0,0,0,0
1960,4,4,1,1,1,5,12,1,3,0,0,7,1,0,1,2,1,0,0,0,0,0,0
1979,2,3,0,1,0,7,22,3,18,0,0,11,1,2,0,3,3,0,0,0,0,0,0
1978,0,3,1,0,1,6,587,43,337,42,87,54,3,11,6,9,2,0,0,0,0,0,0
1974,1,2,1,0,1,4,284,3,84,4,7,23,2,4,2,8,1,0,0,0,0,0,0
1978,1,2,2,0,0,1,1023,93,651,49,55,37,1,5,6,7,0,0,0,0,0,0,0
1969,0,2,2,0,0,4,1394,22,708,89,91,182,1,9,7,9,2,1,0,1,1,0,1
1976,4,0,2,0,0,6,311,26,640,180,37,121,1,4,9,13,0,0,0,0,0,0,0
1956,1,4,0,1,1,0,27,0,12,0,1,5,2,2,0,3,2,0,0,0,0,0,0
1954,0,3,2,0,0,0,1296,17,311,45,69,51,1,2,4,10,0,0,1,1,1,1,1
1972,4,2,0,1,0,3,3,6,7,0,0,3,1,0,0,3,3,0,0,0,0,0,0
1981,2,1,1,1,0,3,393,5,136,7,5,27,5,10,1,6,4,1,0,0,0,0,0
1989,0,0,1,1,0,7,218,63,282,137,35,70,4,5,3,12,1,0,0,0,0,0,0
1954,0,3,1,1,1,4,66,0,16,0,6,20,2,1,1,4,1,0,0,0,0,0,0
1995,0,0,0,0,0,6,4,2,11,2,0,4,1,1,0,2,2,0,0,0,0,0,0
1978,0,1,2,0,0,2,795,0,545,95,58,0,1,8,4,10,2,0,0,0,1,0,0
1957,0,1,0,1,1,8,15,10,19,8,17,20,3,2,1,3,2,0,0,0,0,0,0
1973,0,2,1,1,0,0,384,25,292,130,41,64,3,8,8,6,2,1,0,0,0,0,0
1956,0,3,1,0,1,3,244,8,32,7,2,50,4,3,1,8,1,0,0,0,0,0,0
1956,1,4,2,0,1,3,158,19,288,25,0,38,1,6,4,9,3,0,1,1,0,0,1
1987,1,0,2,0,0,0,1285,21,449,106,20,20,1,4,3,4,0,0,0,1,1,0,1
1981,4,2,1,1,1,2,349,16,144,28,5,182,5,8,5,4,3,1,0,0,1,0,1
1987,0,1,0,1,0,2,4,12,11,3,13,15,2,2,0,3,3,0,0,0,0,0,0
1954,1,2,1,0,1,5,223,2,31,0,2,39,5,5,2,4,3,0,0,0,0,0,0
1954,0,0,0,0,1,4,157,43,127,68,56,37,6,3,8,4,1,1,0,0,0,0,1
1953,2,2,1,0,1,9,397,46,288,20,38,70,2,6,5,10,1,0,0,0,0,0,0
1952,0,1,2,0,0,5,901,31,345,75,31,191,1,4,4,11,0,0,0,1,0,0,0
1968,0,2,0,1,1,4,14,3,21,2,1,28,4,3,1,2,3,1,0,0,0,0,0
1963,1,0,1,1,1,5,10,0,3,0,0,4,1,1,0,2,2,0,0,0,0,0,0
1976,1,1,1,0,1,6,81,1,31,2,1,0,1,1,1,5,0,0,0,0,0,0,0
1978,0,0,0,1,0,5,154,20,66,0,12,27,7,6,1,4,4,0,0,0,0,0,0
1968,2,1,0,0,1,1,63,0,21,7,0,12,1,3,0,3,3,0,0,0,0,0,0
1971,2,2,1,1,1,2,30,0,11,0,0,3,3,2,0,4,2,0,0,0,0,0,0
1951,2,2,1,0,0,5,90,67,165,30,43,11,1,4,2,8,1,0,0,0,0,0,0
1969,0,1,1,0,0,7,127,4,73,15,6,11,1,2,1,7,0,0,0,0,0,0,0
1973,0,2,0,1,0,0,13,3,6,6,5,6,1,1,0,3,3,0,0,0,0,0,0
1976,0,0,0,0,0,2,18,42,24,15,20,18,1,2,1,4,3,0,0,0,0,0,0
1973,0,2,0,1,0,7,45,2,26,4,1,1,3,3,1,3,3,0,0,0,0,0,0
1974,1,1,0,1,0,8,38,1,24,0,0,0,1,2,0,3,3,0,0,0,0,0,0
1953,1,1,1,1,2,8,986,36,168,16,0,108,7,11,3,4,3,0,0,0,0,0,1
1966,2,1,0,0,1,5,61,0,3,0,0,7,1,1,1,3,2,0,0,0,0,0,0
1978,0,2,0,1,0,7,4,9,16,17,0,12,2,2,1,2,3,0,0,0,0,0,0
1967,1,2,1,0,1,1,201,53,172,116,77,83,3,5,4,9,1,0,0,0,0,0,0
1978,0,0,0,1,0,5,19,8,29,0,12,26,1,2,2,2,3,1,0,0,0,0,1
1987,3,0,0,1,0,9,4,8,11,19,12,26,2,2,1,2,4,0,0,0,0,0,0
1958,1,3,0,0,1,0,18,0,2,0,0,2,1,1,0,3,1,0,0,0,0,0,0
1964,4,1,1,0,1,5,806,80,161,120,11,33,5,10,7,10,2,0,0,0,0,0,0
1971,0,1,2,0,0,2,380,98,733,110,112,28,1,8,8,5,1,0,0,1,0,0,1
1969,0,1,1,0,0,0,458,81,356,106,50,40,1,4,4,7,0,0,0,0,0,0,0
1977,4,2,0,1,0,9,5,10,13,3,8,16,1,1,0,3,3,0,0,0,0,0,0
1980,0,0,0,0,0,6,39,33,130,41,26,44,2,5,1,5,3,0,0,0,0,0,0
1958,1,1,1,1,1,4,26,1,16,2,2,15,4,3,0,4,1,0,0,0,0,0,0
1972,2,0,1,1,1,0,68,0,16,0,0,8,3,2,0,4,3,0,0,0,0,0,0
1971,1,2,1,1,0,0,45,3,9,4,4,7,1,1,2,2,2,1,0,0,0,0,1
1953,0,2,1,0,1,9,359,0,134,13,26,123,4,6,3,8,2,0,0,0,0,0,0
1954,0,2,1,1,1,9,34,1,14,0,0,5,3,2,0,3,3,0,0,0,0,0,0
1986,0,1,0,1,0,0,14,0,16,0,0,6,1,1,1,2,2,0,0,0,0,0,1
1965,2,0,0,0,1,0,80,1,37,0,1,3,3,2,1,4,3,0,0,0,0,0,0
1966,2,2,0,0,1,9,30,11,33,13,6,29,1,2,0,4,1,0,0,0,0,0,0
1960,1,2,2,0,1,0,463,96,333,168,53,10,1,7,7,12,1,0,0,0,0,0,0
1984,0,1,0,1,0,6,75,12,141,43,39,187,6,6,1,5,3,0,0,0,0,0,1
1966,0,2,1,0,1,9,538,13,91,17,6,26,6,6,2,11,2,0,1,0,0,0,0
1966,1,1,0,1,1,1,8,0,3,0,0,1,1,1,0,2,3,1,0,0,0,0,0
1949,1,2,1,0,0,8,1315,22,780,145,0,178,1,7,8,9,2,0,0,0,0,0,0
1970,4,3,0,1,1,0,4,2,12,7,5,26,2,1,2,2,2,0,0,0,0,0,1
1983,2,2,0,1,0,6,12,0,13,2,0,10,1,1,0,3,3,0,0,0,0,0,0
1985,0,0,2,0,0,6,347,44,534,17,0,26,1,3,5,12,0,0,0,0,0,0,0
1974,0,2,1,0,1,9,192,5,53,0,5,15,4,6,1,4,3,0,0,0,0,0,0
1951,1,2,1,0,0,3,241,0,12,0,0,25,1,5,1,5,3,0,0,0,0,0,0
1952,0,0,2,0,0,8,631,28,491,30,14,56,1,6,7,8,1,0,0,0,0,0,0
1987,0,1,1,0,0,8,336,28,282,184,54,54,1,2,8,6,0,0,0,0,0,0,0
1987,1,0,1,0,0,2,124,83,267,85,59,35,2,5,2,11,2,0,0,0,0,0,1
1973,1,3,0,1,1,3,15,0,8,4,2,20,2,1,1,2,2,1,0,0,0,0,0
1964,1,2,1,0,1,2,397,19,69,12,0,9,1,4,4,8,0,0,0,0,0,0,0
1961,0,2,0,1,1,1,10,4,4,3,3,14,3,1,1,3,3,0,0,0,0,0,0
1992,0,0,2,0,0,0,530,117,678,134,44,147,1,4,10,8,0,1,0,0,1,0,1
1965,4,3,1,0,1,5,1215,33,249,64,116,149,8,8,9,8,2,0,0,0,0,0,0
1956,0,3,0,0,0,9,3,2,7,0,4,2,1,1,0,2,3,0,0,0,0,0,0
1978,0,2,1,0,0,9,444,44,382,11,8,17,1,3,7,13,0,0,0,0,0,0,0
1971,1,1,0,1,0,7,26,0,15,2,1,2,2,3,0,3,3,0,0,0,0,0,0
1966,0,1,2,0,1,2,736,114,279,82,76,190,6,5,6,8,1,0,0,0,0,0,0
1955,0,1,1,0,1,8,473,21,176,19,21,56,3,9,2,9,2,0,0,0,0,0,0
1953,0,2,1,0,1,9,32,0,5,2,0,8,2,2,0,3,2,0,0,0,0,0,0
1958,0,1,1,0,0,0,288,10,30,4,10,125,1,6,1,6,2,0,0,0,0,0,0
1981,1,2,2,0,0,2,1001,44,107,58,44,44,1,6,7,11,0,1,0,1,0,0,0
1976,4,1,0,1,1,1,9,1,7,0,3,2,2,1,0,3,3,0,0,0,0,0,0
1968,2,0,1,1,0,0,234,14,77,19,10,42,2,4,1,8,2,0,0,0,0,0,0
1978,1,2,1,1,0,6,7,2,6,2,0,3,1,1,0,2,3,0,0,0,0,0,0
1965,0,0,1,0,0,6,251,108,334,65,92,117,1,4,3,5,0,0,0,0,0,0,0
1971,0,2,1,1,0,1,172,10,125,21,13,16,6,7,2,4,4,0,0,0,0,0,1
1956,0,2,2,0,0,1,565,42,548,64,83,99,1,5,6,4,1,0,0,0,0,0,1
1982,0,1,1,1,0,9,5,0,8,2,0,0,1,0,0,3,1,0,0,0,0,0,0
1970,2,0,2,0,0,1,918,57,842,99,38,133,1,5,8,6,1,0,0,0,1,0,1
1977,0,2,1,0,1,4,652,8,158,21,0,142,4,11,6,5,3,0,0,0,0,0,0
1970,0,0,0,1,1,0,4,1,7,2,1,2,2,1,0,3,1,0,0,0,0,0,0
1958,1,1,2,0,0,8,152,27,103,106,54,81,0,9,9,4,2,0,1,1,1,1,1
1983,0,1,1,1,0,7,8,0,9,2,1,3,1,1,0,2,2,0,0,0,0,0,0
1973,1,2,2,0,0,6,938,19,843,25,95,38,1,6,6,7,0,0,0,1,0,0,0
1974,1,0,1,1,0,9,68,8,18,19,8,12,2,2,1,4,2,0,0,0,0,0,0
1959,0,1,2,0,0,2,227,23,389,42,21,75,1,4,5,7,0,0,0,0,0,0,0
1972,1,0,1,1,1,0,38,4,22,3,3,3,3,3,0,3,3,0,0,0,0,0,0
1965,1,2,1,1,1,2,105,0,9,2,1,4,3,2,1,4,1,0,0,0,0,0,0
1979,0,0,1,0,1,5,162,50,100,55,30,27,1,4,2,8,1,0,0,0,0,0,0
1958,0,3,2,0,1,5,574,8,216,21,16,33,1,4,3,5,0,0,0,0,0,0,0
1986,4,0,2,0,0,7,160,80,369,67,39,41,1,3,3,8,0,0,0,0,0,0,0
1982,2,1,0,1,0,3,6,0,5,0,0,1,1,1,0,2,3,0,0,0,0,0,0
1979,0,2,1,0,1,6,614,35,160,58,35,35,2,5,8,10,2,0,0,0,0,0,0
1979,4,2,1,0,1,1,70,54,109,80,9,45,2,4,1,7,2,0,0,0,0,0,0
1986,0,2,1,1,0,9,120,19,206,25,19,54,6,7,2,5,3,0,0,0,0,0,0
1970,0,1,1,1,0,6,211,2,30,7,7,10,2,4,1,6,2,0,0,0,0,0,0
1972,0,2,0,1,0,2,11,0,16,7,6,21,1,2,0,3,3,0,0,0,0,0,0
1960,1,0,2,0,0,7,760,53,400,17,93,0,1,4,5,11,0,0,0,0,1,0,0
1952,1,2,1,0,1,1,53,0,8,0,0,2,1,2,0,3,2,0,0,0,0,0,0
1970,4,2,0,0,0,2,7,4,13,15,8,17,2,2,0,4,2,0,0,0,0,0,0
1974,4,2,1,1,0,1,391,32,70,21,32,16,2,6,2,9,2,0,1,0,0,0,0
1965,0,2,1,1,1,7,199,9,57,20,21,6,7,4,1,7,1,0,0,0,0,0,0
1954,0,3,2,0,0,7,516,56,449,86,33,16,1,2,2,11,0,0,0,0,0,0,0
1973,1,0,1,1,1,7,12,0,4,0,0,0,1,1,0,2,2,0,0,0,0,0,0
1960,2,0,2,0,0,2,1000,19,711,125,115,38,0,4,6,9,0,0,1,0,0,0,0
1984,1,0,0,1,0,7,19,3,18,3,1,0,3,3,0,3,3,0,0,0,0,0,0
1971,0,1,2,0,1,7,1224,28,140,0,14,168,3,3,3,5,2,0,1,1,0,0,0
1983,1,2,0,1,0,1,16,2,18,3,0,24,1,1,1,2,3,1,0,0,0,0,1
1983,2,2,0,0,0,2,88,39,54,64,28,153,1,3,5,3,2,1,0,0,0,0,1
1966,3,1,0,0,0,4,2,23,11,8,6,46,1,2,1,2,3,0,0,0,0,0,0
1978,4,2,1,0,1,9,508,11,59,23,5,29,5,11,1,6,4,0,0,0,0,0,0
1968,0,0,2,0,1,0,381,28,215,84,28,21,2,6,5,9,1,0,0,0,0,0,0
1979,1,2,0,1,0,1,74,0,42,2,1,6,2,2,1,4,3,0,0,0,0,0,0
1973,2,3,1,1,1,6,146,0,93,7,13,73,5,4,2,5,3,0,0,0,0,0,0
1979,0,0,1,1,0,3,23,17,23,43,20,9,1,2,1,4,1,0,0,0,0,0,0
1954,0,2,1,0,1,4,110,5,137,26,23,29,2,6,1,5,3,0,0,0,0,0,0
1962,0,3,1,1,1,5,165,3,147,4,24,41,7,6,2,5,3,0,0,0,0,0,1
1966,0,0,2,1,1,7,957,47,494,82,47,95,4,5,3,6,3,0,0,0,0,0,0
1977,0,1,1,2,1,9,41,0,17,3,1,16,2,1,1,3,1,0,0,0,0,0,0
1985,3,0,0,0,0,5,1,3,4,2,3,11,1,0,0,3,1,0,0,0,0,0,0
1952,4,3,1,0,0,4,176,29,818,0,33,112,1,7,6,11,1,0,0,0,0,0,1
1951,2,2,1,0,1,6,815,8,53,11,0,70,4,2,2,9,3,0,1,0,0,0,0
1967,0,0,0,1,1,8,6,1,2,2,0,4,1,1,0,2,3,0,0,0,0,0,0
1978,0,2,1,1,0,2,8,4,20,6,3,16,1,1,0,3,2,0,0,0,0,0,0
1974,4,1,1,1,0,9,166,5,107,11,8,29,2,5,1,6,2,0,0,0,0,0,0
1968,1,2,1,1,1,6,29,4,34,2,4,4,3,3,0,3,4,0,0,0,0,0,0
1962,1,3,2,0,0,8,714,76,395,116,0,12,1,4,6,9,0,0,0,0,0,0,1
1989,2,3,0,0,0,3,8,4,10,2,2,4,2,3,0,3,2,0,0,0,0,0,0
1961,0,2,1,0,1,8,229,5,56,3,2,20,2,6,2,4,3,0,0,0,0,0,0
1953,2,1,1,0,1,6,320,48,133,39,72,48,4,6,2,10,1,0,0,0,0,0,0
1989,0,2,1,1,0,5,23,0,26,7,15,3,1,2,0,4,2,0,0,0,0,0,0
1978,4,3,0,1,0,7,1,5,8,4,8,20,2,2,1,2,2,0,0,0,0,0,0
1962,1,0,0,0,1,7,56,0,12,0,0,18,2,2,0,4,3,0,0,0,0,0,0
1945,0,4,1,0,0,8,508,124,249,50,38,134,1,6,5,13,1,0,0,0,0,0,0
1974,2,1,0,1,0,5,29,0,25,2,2,3,4,2,1,4,1,0,0,0,0,0,0
1981,0,1,1,1,0,3,46,7,59,2,4,27,2,3,1,3,2,1,0,0,0,0,1
1954,1,2,1,0,1,9,350,3,39,0,0,19,2,9,1,4,3,0,0,0,0,0,0
1986,0,0,0,1,0,4,10,0,8,0,0,9,1,1,0,2,4,1,0,0,0,0,1
1943,1,4,1,0,0,5,735,40,183,52,20,30,2,9,3,13,2,0,0,0,0,0,0
1964,0,1,1,0,1,9,897,126,196,91,112,37,3,10,4,7,2,0,0,0,0,0,0
1979,0,2,0,0,1,6,5,2,3,3,0,5,1,1,0,2,3,0,0,0,0,0,0
1960,2,2,1,0,1,1,162,6,37,6,13,13,2,1,3,6,0,0,0,0,0,0,0
1963,1,0,0,1,1,9,35,0,11,0,0,2,4,2,1,3,3,0,0,0,0,0,0
1961,0,2,2,0,0,1,658,80,483,123,13,13,1,3,2,5,0,0,0,0,0,0,0
1951,0,2,1,0,1,6,356,80,329,138,17,106,2,7,6,10,2,0,0,0,0,0,0
1965,0,2,1,0,1,7,213,5,28,7,7,41,1,4,1,6,2,0,0,0,0,0,0
1965,0,2,1,0,1,7,457,4,29,0,0,9,1,8,1,7,3,0,1,0,0,0,0
1994,0,1,2,0,0,5,241,45,604,34,26,54,1,6,4,10,0,0,0,0,0,0,0
1974,1,2,1,0,1,4,210,0,6,0,0,2,2,4,1,5,3,0,0,0,0,0,0
1972,0,2,1,0,1,5,441,35,83,7,29,11,4,4,2,12,1,0,0,0,0,0,0
1968,4,2,1,0,1,1,19,13,18,10,7,8,1,1,1,3,1,0,0,0,0,0,0
1968,0,1,0,1,2,3,28,9,37,12,7,13,3,2,0,4,3,0,0,0,0,0,0
1969,0,0,2,0,0,6,364,40,425,158,60,50,1,3,4,8,0,0,0,0,0,0,0
1996,3,2,0,0,0,8,0,0,2,3,3,8,1,1,0,2,2,1,0,0,0,0,0
1974,4,2,0,0,0,9,0,6,3,7,6,12,1,1,0,3,3,0,0,0,0,0,0
1990,1,2,2,0,0,0,863,83,547,86,99,33,1,8,2,5,2,0,0,0,0,0,0
1957,2,2,1,1,1,6,349,7,35,0,0,47,3,8,2,4,3,0,1,0,0,0,0
1979,3,1,0,1,0,6,5,23,15,0,18,14,2,2,0,3,3,0,0,0,0,0,0
1960,2,2,1,0,1,9,184,2,19,8,8,4,3,2,2,6,2,0,0,0,0,0,0
1952,2,2,0,1,1,2,8,0,8,0,0,2,1,1,0,2,3,0,0,0,0,0,0
1981,0,2,1,0,1,0,277,21,64,62,21,25,2,3,2,10,1,0,0,0,0,0,0
1981,0,3,0,1,1,7,44,5,19,0,4,19,3,2,0,4,2,0,0,0,0,0,0
1950,0,1,1,0,1,3,373,14,83,6,9,19,3,8,2,6,3,0,0,0,0,0,0
1957,0,2,1,0,1,6,134,8,76,6,0,11,1,4,1,5,2,0,0,0,0,0,0
1961,1,3,1,0,1,5,1148,0,60,0,0,24,3,9,5,4,3,0,1,0,0,0,1
1958,3,0,0,1,1,7,6,12,3,21,6,40,5,2,2,3,2,0,0,0,0,0,0
1971,0,0,0,1,0,1,4,1,11,0,0,1,1,1,0,2,3,0,0,0,0,0,0
1985,0,0,0,1,0,9,5,4,8,2,0,5,1,1,0,3,2,0,0,0,0,0,0
1965,0,2,1,1,1,8,24,2,20,2,2,10,2,1,0,4,1,0,0,0,0,0,0
1952,1,0,1,0,1,2,899,0,101,0,0,20,1,6,6,13,1,0,0,0,1,0,0
1962,1,1,0,0,1,2,108,1,28,13,1,4,2,3,1,4,3,0,0,0,0,0,0
1974,4,2,1,0,2,1,27,2,7,0,2,13,1,1,0,3,2,0,0,0,0,0,0
1969,2,4,1,0,1,8,1298,0,70,37,14,42,4,7,4,10,1,0,1,1,0,0,1
1960,0,3,1,0,1,5,10,0,11,17,29,29,1,1,2,2,1,0,0,0,0,0,0
1952,0,0,1,0,1,9,87,13,34,10,6,10,1,4,0,4,2,0,0,0,0,0,0
1969,2,2,1,1,1,5,57,2,51,4,2,23,3,2,1,4,2,0,0,0,0,0,0
1968,2,3,1,0,1,6,635,15,100,20,7,131,1,9,3,9,2,0,0,0,0,0,0
1965,4,2,1,0,1,9,43,12,23,29,15,61,1,2,1,4,1,0,0,0,0,0,0
1969,2,2,2,1,0,1,964,34,137,15,0,11,2,5,2,10,3,0,1,0,0,0,0
1972,1,2,2,0,0,7,572,8,259,34,35,80,1,3,5,5,0,0,0,0,0,0,0
1977,0,2,1,1,1,0,63,6,57,13,13,22,4,2,1,5,1,0,0,0,0,0,0
1959,0,2,1,0,1,6,221,104,169,102,78,84,3,9,2,8,3,0,0,0,0,0,0
1958,2,2,1,0,1,4,140,3,29,4,5,14,2,3,2,4,1,0,0,0,0,0,0
1979,0,3,0,1,0,6,1,2,8,4,3,13,2,1,1,2,3,1,0,0,0,0,1
1957,2,1,1,0,0,6,291,10,689,84,10,0,1,3,4,9,0,0,0,0,0,0,0
1956,2,2,1,0,1,8,544,13,85,8,6,29,3,10,4,5,3,1,0,0,0,0,0
1965,1,2,2,0,0,9,684,100,801,21,66,0,1,6,9,10,0,0,0,1,0,0,0
1990,0,2,0,0,0,0,1,12,9,0,14,7,1,2,0,3,3,0,0,0,0,0,0
1957,1,1,1,0,2,5,35,0,4,0,0,10,1,1,1,2,2,1,0,0,0,0,0
1965,0,1,0,0,1,5,87,3,25,3,2,13,2,3,0,4,3,0,0,0,0,0,0
1957,0,1,1,0,1,9,309,3,24,4,3,20,2,5,1,7,3,0,1,0,0,0,0
1955,0,1,1,0,1,5,172,73,93,95,78,34,2,2,4,10,0,0,0,0,0,0,0
1972,0,1,2,0,1,1,625,38,242,50,34,76,2,7,11,11,1,1,0,0,0,0,0
1972,0,2,1,1,1,6,157,6,39,6,13,75,5,4,1,5,2,0,0,0,0,0,0
1975,0,0,1,1,1,2,48,9,45,3,15,20,4,2,1,4,2,0,0,0,0,0,1
1965,0,0,1,0,1,0,279,83,88,32,14,34,1,4,2,10,1,0,0,0,0,0,0
1963,1,1,0,1,1,4,132,0,16,0,0,4,5,3,1,4,4,0,0,0,0,0,0
1991,1,1,1,0,0,5,919,0,505,99,30,45,1,4,9,10,0,0,0,0,0,0,0
1963,0,0,0,0,1,5,62,0,22,3,1,26,2,2,2,2,3,0,0,0,0,0,0
1986,3,0,0,1,0,2,1,45,3,4,6,42,3,3,1,3,3,0,0,0,0,0,0
1973,0,2,0,1,0,5,2,6,4,3,1,9,1,1,0,2,3,0,0,0,0,0,0
1957,4,3,2,0,0,8,408,61,109,48,122,41,1,5,7,9,1,0,0,0,1,0,0
1981,0,2,1,1,1,3,51,1,7,2,1,25,2,2,1,2,3,1,0,0,0,0,0
1958,1,4,0,1,1,8,62,1,16,3,2,6,4,2,1,4,2,0,0,0,0,0,0
1959,1,2,2,0,1,7,952,12,180,47,12,12,2,5,4,9,1,0,0,0,0,0,0
1955,1,0,1,0,0,7,618,15,106,20,7,45,1,11,2,8,2,0,1,0,0,0,0
1986,0,2,0,1,0,3,11,7,12,2,2,27,2,2,1,2,2,1,0,0,0,0,1
1975,2,2,1,0,1,6,318,3,17,4,7,56,5,4,1,8,1,0,0,0,0,0,0
1955,2,2,1,1,1,6,56,0,14,0,0,2,3,3,0,3,3,0,0,0,0,0,0
1971,0,3,1,1,1,5,110,5,59,7,1,7,5,5,0,4,3,0,0,0,0,0,0
1986,1,1,1,1,0,8,23,0,11,2,1,3,1,1,0,3,2,0,0,0,0,0,0
1978,0,3,1,0,1,1,27,5,8,8,3,12,3,3,0,4,1,0,0,0,0,0,0
1983,0,1,0,1,0,6,18,3,19,3,3,6,2,2,0,3,3,0,0,0,0,0,0
1976,1,1,1,1,0,4,18,0,9,0,1,11,1,1,0,3,2,0,0,0,0,0,0
1956,2,1,1,0,1,8,97,1,19,2,0,11,1,2,1,4,1,0,0,0,0,0,0
1972,0,1,2,0,0,9,997,15,414,99,30,76,1,5,6,12,0,0,1,1,0,1,0
1989,0,2,0,1,0,5,5,4,13,8,0,4,1,1,0,3,3,0,0,0,0,0,0
1952,0,0,1,1,1,4,95,11,35,0,4,7,4,2,1,5,2,0,0,0,0,0,0
1984,3,0,0,1,0,1,1,6,2,3,6,3,1,1,0,3,3,0,0,0,0,0,0
1967,1,2,1,2,1,7,46,1,12,3,0,9,2,2,0,3,1,0,0,0,0,0,0
1962,0,0,2,0,1,6,411,106,147,54,115,66,1,5,10,7,0,1,0,0,0,0,0
1947,2,1,1,0,0,3,244,51,270,101,0,45,1,1,3,5,0,0,0,0,0,0,0
1978,1,1,0,1,0,9,152,9,121,12,12,45,4,6,2,4,3,0,0,0,0,0,0
1992,3,0,0,1,0,6,10,17,18,8,26,40,4,3,2,2,4,0,0,0,0,0,0
1968,0,1,1,1,1,8,12,0,5,0,0,4,1,0,1,2,2,0,0,0,0,0,0
1973,1,1,0,1,0,6,5,0,4,0,0,1,1,1,0,2,3,0,0,0,0,0,0
1975,0,2,1,0,1,5,790,19,133,12,0,19,3,8,3,13,2,0,1,0,0,0,0
1965,1,2,2,0,0,6,882,29,514,38,29,44,1,4,2,6,1,0,0,1,1,0,1
1952,0,2,1,0,2,5,615,28,259,12,48,30,4,6,5,13,1,0,1,0,0,0,0
1967,1,2,2,0,1,9,1004,59,265,115,59,27,2,11,10,11,2,1,0,0,0,0,1
1963,0,3,1,0,1,5,595,23,123,10,23,154,2,8,9,4,2,0,0,0,0,0,0
1970,1,2,1,1,1,7,293,0,87,4,11,23,4,7,2,5,3,0,0,0,0,0,1
1955,4,2,1,0,1,3,313,15,47,20,0,192,2,7,4,3,2,0,0,0,0,0,1
1975,0,2,2,0,1,4,151,81,86,168,91,64,2,4,2,11,0,0,0,0,0,0,0
1976,0,2,1,1,1,2,15,0,2,0,0,6,1,1,0,2,2,1,0,0,0,0,0
1973,1,3,0,1,1,3,15,0,8,4,2,20,2,1,1,2,2,1,0,0,0,0,0
1983,1,3,2,0,0,9,982,17,672,23,34,51,1,6,2,8,0,0,0,1,0,0,1
1982,2,1,2,0,0,8,1142,51,415,90,69,37,1,7,8,11,1,1,0,0,1,0,0
1960,0,2,0,1,1,4,28,0,11,0,0,9,3,2,0,3,3,0,0,0,0,0,0
1952,0,0,1,1,1,0,46,0,12,0,2,23,2,2,1,2,3,0,0,0,0,0,1
1970,0,1,0,1,0,9,25,4,9,6,8,32,3,2,1,3,3,0,0,0,0,0,0
1948,1,2,1,0,1,1,145,1,33,2,1,1,1,4,1,4,2,0,0,0,0,0,0
1958,4,0,2,0,0,7,630,26,611,44,18,54,1,6,6,6,0,0,0,0,0,0,0
1944,0,2,1,0,0,2,760,38,104,50,9,38,2,7,3,4,1,0,1,0,0,0,0
1963,2,0,1,0,1,3,420,15,186,151,38,15,3,5,3,13,1,0,0,0,0,0,0
1972,0,0,1,1,0,2,125,17,52,3,19,30,4,5,1,4,3,1,0,0,0,0,1
1966,2,2,1,1,1,5,464,5,64,7,0,70,8,9,1,7,3,0,0,0,0,0,0
1968,2,3,0,1,0,9,6,6,29,12,15,8,3,2,1,3,3,0,0,0,0,0,0
1971,0,2,1,0,1,5,1090,12,96,16,12,60,4,3,4,11,3,0,1,0,0,0,0
1975,2,2,1,1,0,0,3,2,11,2,2,10,1,1,0,2,2,1,0,0,0,0,0
